vidname,GT_crash_prompt,GT_nearcrash_prompt,GT_safe_prompt
001473,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001474,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001475,[0s: Dashcam shows normal driving in snowy weather during day] [3s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [3s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001476,[0s: Dashcam shows normal driving during day] [3s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving during day] [3s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001477,[0s: Dashcam shows normal driving in snowy weather during day] [3s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [3s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001478,[0s: Dashcam shows normal driving in snowy weather during day] [5s: Crash occurs involving the dashcam car],"[0s: Normal driving in snowy weather during day] [5s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001479,[0s: Dashcam shows normal driving in snowy weather during day] [3s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [3s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001480,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001481,[0s: Dashcam shows normal driving in snowy weather during day] [3s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [3s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001482,[0s: Dashcam shows normal driving during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001483,[0s: Dashcam shows normal driving during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001484,[0s: Dashcam shows normal driving during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001485,[0s: Dashcam shows normal driving during night] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving during night] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving during night] [2s: Traffic flows normally] [5s: Journey continues safely]
001486,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001487,[0s: Dashcam shows normal driving in snowy weather during day] [5s: Crash begins involving other vehicles],"[0s: Normal driving in snowy weather during day] [5s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001488,[0s: Dashcam shows normal driving in snowy weather during day] [3s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [3s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001489,[0s: Dashcam shows normal driving during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001490,[0s: Dashcam shows normal driving during day] [3s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving during day] [3s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001491,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001492,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001493,[0s: Dashcam shows normal driving in snowy weather during day] [3s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [3s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001494,[0s: Dashcam shows normal driving in snowy weather during day] [5s: Crash begins involving the dashcam car],"[0s: Normal driving in snowy weather during day] [5s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001495,[0s: Dashcam shows normal driving during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001496,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001497,[0s: Dashcam shows normal driving during day] [5s: Crash begins involving the dashcam car],"[0s: Normal driving during day] [5s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001498,[0s: Dashcam shows normal driving in snowy weather during day] [5s: Crash begins involving the dashcam car],"[0s: Normal driving in snowy weather during day] [5s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001499,[0s: Dashcam shows normal driving in snowy weather during day] [4s: Crash begins involving other vehicles] [5s: Crash impact concludes],"[0s: Normal driving in snowy weather during day] [4s: Near-crash event with other vehicles, danger avoided]",[0s: Dashcam shows safe driving in snowy weather during day] [2s: Traffic flows normally] [5s: Journey continues safely]
001500,[0s: Dashcam shows normal driving during day] [4s: Crash begins involving the dashcam car] [5s: Crash impact concludes],"[0s: Normal driving during day] [4s: Near-crash event with the dashcam car, danger avoided]",[0s: Dashcam shows safe driving during day] [2s: Traffic flows normally] [5s: Journey continues safely]
